I 06/10/2012 17:01:30:690 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.js'
I 06/10/2012 17:01:30:750 00002ac8           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I 06/10/2012 17:01:30:751 00002ac8           HttpServer| Process URI: '/public/css/android.css'
I 06/10/2012 17:01:30:752 00002ac8           HttpServer| Process URI: '/public/css/layout.css'
I 06/10/2012 17:01:30:929 00002ac8           HttpServer| Process URI: '/public/jqmobile/images/icons-18-white.png'
I 06/10/2012 17:01:30:950 00000a3c           MainWindow| WebView: loaded 
I 06/10/2012 17:01:40:381 00000a3c           MainWindow| WebView: loading...
I 06/10/2012 17:01:40:396 00002ac8           HttpServer| Process URI: '/app/index.erb'
I 06/10/2012 17:01:40:396 00002ac8                  APP| RHO serve_index: /app/index.erb
I 06/10/2012 17:01:40:397 00002ac8 RHO Rho::RhoController| inst_render_index
I 06/10/2012 17:01:40:397 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/index.erb
I 06/10/2012 17:01:40:399 00002ac8 RHO Rho::RhoController| index layout
I 06/10/2012 17:01:40:399 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/layout.erb
I 06/10/2012 17:01:40:402 00002ac8           HttpServer| GC Start.
I 06/10/2012 17:01:40:403 00002ac8           HttpServer| GC End.
I 06/10/2012 17:01:40:405 00000a3c           MainWindow| WebView: URL changed
I 06/10/2012 17:01:40:438 00002ac8           HttpServer| Process URI: '/public/jquery/jquery-1.6.4.min.js'
I 06/10/2012 17:01:40:442 00002ac8           HttpServer| Process URI: '/public/jquery/jquery.json-2.3.min.js'
I 06/10/2012 17:01:40:443 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.css'
I 06/10/2012 17:01:40:444 00002ac8           HttpServer| Process URI: '/public/css/jqmobile-patch.css'
I 06/10/2012 17:01:40:445 00002ac8           HttpServer| Process URI: '/public/js/scoreboard.js'
I 06/10/2012 17:01:40:446 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.js'
I 06/10/2012 17:01:40:512 00002ac8           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I 06/10/2012 17:01:40:514 00002ac8           HttpServer| Process URI: '/public/css/android.css'
I 06/10/2012 17:01:40:515 00002ac8           HttpServer| Process URI: '/public/css/layout.css'
I 06/10/2012 17:01:40:699 00002ac8           HttpServer| Process URI: '/public/jqmobile/images/icons-18-white.png'
I 06/10/2012 17:01:40:753 00000a3c           MainWindow| WebView: loaded 
I 06/10/2012 17:02:27:128 00000a3c           MainWindow| WebView: loading...
I 06/10/2012 17:02:27:130 00002ac8           HttpServer| Process URI: '/app/index.erb'
I 06/10/2012 17:02:27:131 00002ac8                  APP| RHO serve_index: /app/index.erb
I 06/10/2012 17:02:27:131 00002ac8 RHO Rho::RhoController| inst_render_index
I 06/10/2012 17:02:27:131 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/index.erb
I 06/10/2012 17:02:27:133 00002ac8 RHO Rho::RhoController| index layout
I 06/10/2012 17:02:27:133 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/layout.erb
I 06/10/2012 17:02:27:135 00002ac8           HttpServer| GC Start.
I 06/10/2012 17:02:27:137 00002ac8           HttpServer| GC End.
I 06/10/2012 17:02:27:137 00000a3c           MainWindow| WebView: URL changed
I 06/10/2012 17:02:27:164 00002ac8           HttpServer| Process URI: '/public/jquery/jquery-1.6.4.min.js'
I 06/10/2012 17:02:27:173 00002ac8           HttpServer| Process URI: '/public/jquery/jquery.json-2.3.min.js'
I 06/10/2012 17:02:27:175 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.css'
I 06/10/2012 17:02:27:176 00002ac8           HttpServer| Process URI: '/public/css/jqmobile-patch.css'
I 06/10/2012 17:02:27:177 00002ac8           HttpServer| Process URI: '/public/js/scoreboard.js'
I 06/10/2012 17:02:27:178 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.js'
I 06/10/2012 17:02:27:237 00002ac8           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I 06/10/2012 17:02:27:239 00002ac8           HttpServer| Process URI: '/public/css/android.css'
I 06/10/2012 17:02:27:240 00002ac8           HttpServer| Process URI: '/public/css/layout.css'
I 06/10/2012 17:02:27:498 00002ac8           HttpServer| Process URI: '/public/jqmobile/images/icons-18-white.png'
I 06/10/2012 17:02:27:651 00000a3c           MainWindow| WebView: loaded 
I 06/10/2012 17:03:37:448 00000a3c           MainWindow| WebView: loading...
I 06/10/2012 17:03:37:450 00002ac8           HttpServer| Process URI: '/app/index.erb'
I 06/10/2012 17:03:37:451 00002ac8                  APP| RHO serve_index: /app/index.erb
I 06/10/2012 17:03:37:451 00002ac8 RHO Rho::RhoController| inst_render_index
I 06/10/2012 17:03:37:451 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/index.erb
I 06/10/2012 17:03:37:453 00002ac8 RHO Rho::RhoController| index layout
I 06/10/2012 17:03:37:453 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/layout.erb
I 06/10/2012 17:03:37:455 00002ac8           HttpServer| GC Start.
I 06/10/2012 17:03:37:457 00002ac8           HttpServer| GC End.
I 06/10/2012 17:03:37:457 00000a3c           MainWindow| WebView: URL changed
I 06/10/2012 17:03:37:486 00002ac8           HttpServer| Process URI: '/public/jquery/jquery-1.6.4.min.js'
I 06/10/2012 17:03:37:494 00002ac8           HttpServer| Process URI: '/public/jquery/jquery.json-2.3.min.js'
I 06/10/2012 17:03:37:496 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.css'
I 06/10/2012 17:03:37:497 00002ac8           HttpServer| Process URI: '/public/css/jqmobile-patch.css'
I 06/10/2012 17:03:37:498 00002ac8           HttpServer| Process URI: '/public/js/scoreboard.js'
I 06/10/2012 17:03:37:499 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.js'
I 06/10/2012 17:03:37:554 00002ac8           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I 06/10/2012 17:03:37:555 00002ac8           HttpServer| Process URI: '/public/css/android.css'
I 06/10/2012 17:03:37:556 00002ac8           HttpServer| Process URI: '/public/css/layout.css'
I 06/10/2012 17:03:37:738 00002ac8           HttpServer| Process URI: '/public/jqmobile/images/icons-18-white.png'
I 06/10/2012 17:03:37:834 00000a3c           MainWindow| WebView: loaded 
I 06/10/2012 17:03:40:794 00000a3c            RhodesApp| callAppActiveCallback
I 06/10/2012 17:03:40:795 00000a3c         AppCallbacks| addCommand: APP-DEACTIVATED
I 06/10/2012 17:03:40:795 000029b0         AppCallbacks| process command: APP-DEACTIVATED
I 06/10/2012 17:03:40:795 000029b0         AppCallbacks| ThreadQueue blocked for 4294967295 seconds...
I 06/10/2012 17:03:40:795 00000a3c                  Net| Method: GET;Url: http://127.0.0.1:52103/system/deactivateapp
I 06/10/2012 17:03:40:820 00002ac8           HttpServer| Process URI: '/system/deactivateapp'
I 06/10/2012 17:03:40:823 00000a3c                  Net| Method: GET;Url: http://127.0.0.1:52103/system/uidestroyed
I 06/10/2012 17:03:40:825 00002ac8           HttpServer| Process URI: '/system/uidestroyed'
I 06/10/2012 17:03:40:825 000029b0         AppCallbacks| Thread shutdown
I 06/10/2012 17:03:40:826 00000a3c           HttpServer| Stopping server...
I 06/10/2012 17:03:40:828 00002ac8            RhodesApp| RhodesApp thread shutdown
I 06/10/2012 17:03:40:829 00002ac8          GeoLocation| Destroying singleton instance.
I 06/10/2012 17:03:40:829 00002ac8                 Sync| Stopping Sync thread
 15:31:35:292 00002ac8           HttpServer| GC Start.
I 06/10/2012 15:31:35:293 00002ac8           HttpServer| GC End.
I 06/10/2012 15:31:35:295 00000a3c           MainWindow| WebView: URL changed
I 06/10/2012 15:31:35:351 00002ac8           HttpServer| Process URI: '/public/jquery/jquery-1.6.4.min.js'
I 06/10/2012 15:31:35:356 00002ac8           HttpServer| Process URI: '/public/jquery/jquery.json-2.3.min.js'
I 06/10/2012 15:31:35:357 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.css'
I 06/10/2012 15:31:35:359 00002ac8           HttpServer| Process URI: '/public/css/jqmobile-patch.css'
I 06/10/2012 15:31:35:359 00002ac8           HttpServer| Process URI: '/public/js/scoreboard.js'
I 06/10/2012 15:31:35:362 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.js'
I 06/10/2012 15:31:35:425 00002ac8           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I 06/10/2012 15:31:35:426 00002ac8           HttpServer| Process URI: '/public/css/android.css'
I 06/10/2012 15:31:35:427 00002ac8           HttpServer| Process URI: '/public/css/layout.css'
I 06/10/2012 15:31:35:621 00002ac8           HttpServer| Process URI: '/public/jqmobile/images/icons-18-white.png'
I 06/10/2012 15:31:35:665 00000a3c           MainWindow| WebView: loaded 
I 06/10/2012 15:31:42:859 00000a3c           MainWindow| WebView: loading...
I 06/10/2012 15:31:42:862 00002ac8           HttpServer| Process URI: '/app/index.erb'
I 06/10/2012 15:31:42:862 00002ac8                  APP| RHO serve_index: /app/index.erb
I 06/10/2012 15:31:42:862 00002ac8 RHO Rho::RhoController| inst_render_index
I 06/10/2012 15:31:42:862 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/index.erb
I 06/10/2012 15:31:42:864 00002ac8 RHO Rho::RhoController| index layout
I 06/10/2012 15:31:42:864 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/layout.erb
I 06/10/2012 15:31:42:867 00002ac8           HttpServer| GC Start.
I 06/10/2012 15:31:42:868 00002ac8           HttpServer| GC End.
I 06/10/2012 15:31:42:868 00000a3c           MainWindow| WebView: URL changed
I 06/10/2012 15:31:42:895 00002ac8           HttpServer| Process URI: '/public/jquery/jquery-1.6.4.min.js'
I 06/10/2012 15:31:42:903 00002ac8           HttpServer| Process URI: '/public/jquery/jquery.json-2.3.min.js'
I 06/10/2012 15:31:42:905 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.css'
I 06/10/2012 15:31:42:907 00002ac8           HttpServer| Process URI: '/public/css/jqmobile-patch.css'
I 06/10/2012 15:31:42:908 00002ac8           HttpServer| Process URI: '/public/js/scoreboard.js'
I 06/10/2012 15:31:42:909 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.js'
I 06/10/2012 15:31:42:964 00002ac8           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I 06/10/2012 15:31:42:965 00002ac8           HttpServer| Process URI: '/public/css/android.css'
I 06/10/2012 15:31:42:966 00002ac8           HttpServer| Process URI: '/public/css/layout.css'
I 06/10/2012 15:31:43:148 00002ac8           HttpServer| Process URI: '/public/jqmobile/images/icons-18-white.png'
I 06/10/2012 15:31:43:222 00000a3c           MainWindow| WebView: loaded 
I 06/10/2012 15:33:12:337 00000a3c           MainWindow| WebView: loading...
I 06/10/2012 15:33:12:339 00002ac8           HttpServer| Process URI: '/app/index.erb'
I 06/10/2012 15:33:12:339 00002ac8                  APP| RHO serve_index: /app/index.erb
I 06/10/2012 15:33:12:340 00002ac8 RHO Rho::RhoController| inst_render_index
I 06/10/2012 15:33:12:340 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/index.erb
I 06/10/2012 15:33:12:341 00002ac8 RHO Rho::RhoController| index layout
I 06/10/2012 15:33:12:342 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/layout.erb
I 06/10/2012 15:33:12:344 00002ac8           HttpServer| GC Start.
I 06/10/2012 15:33:12:346 00002ac8           HttpServer| GC End.
I 06/10/2012 15:33:12:346 00000a3c           MainWindow| WebView: URL changed
I 06/10/2012 15:33:12:372 00002ac8           HttpServer| Process URI: '/public/jquery/jquery-1.6.4.min.js'
I 06/10/2012 15:33:12:380 00002ac8           HttpServer| Process URI: '/public/jquery/jquery.json-2.3.min.js'
I 06/10/2012 15:33:12:382 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.css'
I 06/10/2012 15:33:12:383 00002ac8           HttpServer| Process URI: '/public/css/jqmobile-patch.css'
I 06/10/2012 15:33:12:384 00002ac8           HttpServer| Process URI: '/public/js/scoreboard.js'
I 06/10/2012 15:33:12:385 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.js'
I 06/10/2012 15:33:12:442 00002ac8           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I 06/10/2012 15:33:12:443 00002ac8           HttpServer| Process URI: '/public/css/android.css'
I 06/10/2012 15:33:12:444 00002ac8           HttpServer| Process URI: '/public/css/layout.css'
I 06/10/2012 15:33:12:637 00002ac8           HttpServer| Process URI: '/public/jqmobile/images/icons-18-white.png'
I 06/10/2012 15:33:12:719 00000a3c           MainWindow| WebView: loaded 
I 06/10/2012 15:33:17:763 00000a3c           MainWindow| WebView: loading...
I 06/10/2012 15:33:17:765 00002ac8           HttpServer| Process URI: '/app/index.erb'
I 06/10/2012 15:33:17:766 00002ac8                  APP| RHO serve_index: /app/index.erb
I 06/10/2012 15:33:17:766 00002ac8 RHO Rho::RhoController| inst_render_index
I 06/10/2012 15:33:17:766 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/index.erb
I 06/10/2012 15:33:17:768 00002ac8 RHO Rho::RhoController| index layout
I 06/10/2012 15:33:17:768 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/layout.erb
I 06/10/2012 15:33:17:770 00002ac8           HttpServer| GC Start.
I 06/10/2012 15:33:17:772 00002ac8           HttpServer| GC End.
I 06/10/2012 15:33:17:772 00000a3c           MainWindow| WebView: URL changed
I 06/10/2012 15:33:17:798 00002ac8           HttpServer| Process URI: '/public/jquery/jquery-1.6.4.min.js'
I 06/10/2012 15:33:17:806 00002ac8           HttpServer| Process URI: '/public/jquery/jquery.json-2.3.min.js'
I 06/10/2012 15:33:17:808 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.css'
I 06/10/2012 15:33:17:809 00002ac8           HttpServer| Process URI: '/public/css/jqmobile-patch.css'
I 06/10/2012 15:33:17:810 00002ac8           HttpServer| Process URI: '/public/js/scoreboard.js'
I 06/10/2012 15:33:17:811 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.js'
I 06/10/2012 15:33:17:867 00002ac8           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I 06/10/2012 15:33:17:868 00002ac8           HttpServer| Process URI: '/public/css/android.css'
I 06/10/2012 15:33:17:869 00002ac8           HttpServer| Process URI: '/public/css/layout.css'
I 06/10/2012 15:33:18:043 00002ac8           HttpServer| Process URI: '/public/jqmobile/images/icons-18-white.png'
I 06/10/2012 15:33:18:120 00000a3c           MainWindow| WebView: loaded 
I 06/10/2012 15:33:36:959 00000a3c           MainWindow| WebView: loading...
I 06/10/2012 15:33:36:962 00002ac8           HttpServer| Process URI: '/app/index.erb'
I 06/10/2012 15:33:36:962 00002ac8                  APP| RHO serve_index: /app/index.erb
I 06/10/2012 15:33:36:962 00002ac8 RHO Rho::RhoController| inst_render_index
I 06/10/2012 15:33:36:962 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/index.erb
I 06/10/2012 15:33:36:964 00002ac8 RHO Rho::RhoController| index layout
I 06/10/2012 15:33:36:964 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/layout.erb
I 06/10/2012 15:33:36:967 00002ac8           HttpServer| GC Start.
I 06/10/2012 15:33:36:968 00002ac8           HttpServer| GC End.
I 06/10/2012 15:33:36:968 00000a3c           MainWindow| WebView: URL changed
I 06/10/2012 15:33:36:994 00002ac8           HttpServer| Process URI: '/public/jquery/jquery-1.6.4.min.js'
I 06/10/2012 15:33:37:003 00002ac8           HttpServer| Process URI: '/public/jquery/jquery.json-2.3.min.js'
I 06/10/2012 15:33:37:004 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.css'
I 06/10/2012 15:33:37:005 00002ac8           HttpServer| Process URI: '/public/css/jqmobile-patch.css'
I 06/10/2012 15:33:37:006 00002ac8           HttpServer| Process URI: '/public/js/scoreboard.js'
I 06/10/2012 15:33:37:007 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.js'
I 06/10/2012 15:33:37:074 00002ac8           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I 06/10/2012 15:33:37:076 00002ac8           HttpServer| Process URI: '/public/css/android.css'
I 06/10/2012 15:33:37:078 00002ac8           HttpServer| Process URI: '/public/css/layout.css'
I 06/10/2012 15:33:37:212 00002ac8           HttpServer| Process URI: '/public/jqmobile/images/icons-18-white.png'
I 06/10/2012 15:33:37:301 00000a3c           MainWindow| WebView: loaded 
I 06/10/2012 15:36:10:604 00000a3c           MainWindow| WebView: loading...
I 06/10/2012 15:36:10:607 00002ac8           HttpServer| Process URI: '/app/index.erb'
I 06/10/2012 15:36:10:607 00002ac8                  APP| RHO serve_index: /app/index.erb
I 06/10/2012 15:36:10:608 00002ac8 RHO Rho::RhoController| inst_render_index
I 06/10/2012 15:36:10:608 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/index.erb
I 06/10/2012 15:36:10:610 00002ac8 RHO Rho::RhoController| index layout
I 06/10/2012 15:36:10:610 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/layout.erb
I 06/10/2012 15:36:10:612 00002ac8           HttpServer| GC Start.
I 06/10/2012 15:36:10:614 00002ac8           HttpServer| GC End.
I 06/10/2012 15:36:10:614 00000a3c           MainWindow| WebView: URL changed
I 06/10/2012 15:36:10:640 00002ac8           HttpServer| Process URI: '/public/jquery/jquery-1.6.4.min.js'
I 06/10/2012 15:36:10:650 00002ac8           HttpServer| Process URI: '/public/jquery/jquery.json-2.3.min.js'
I 06/10/2012 15:36:10:651 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.css'
I 06/10/2012 15:36:10:653 00002ac8           HttpServer| Process URI: '/public/css/jqmobile-patch.css'
I 06/10/2012 15:36:10:654 00002ac8           HttpServer| Process URI: '/public/js/scoreboard.js'
I 06/10/2012 15:36:10:654 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.js'
I 06/10/2012 15:36:10:706 00002ac8           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I 06/10/2012 15:36:10:721 00002ac8           HttpServer| Process URI: '/public/css/android.css'
I 06/10/2012 15:36:10:722 00002ac8           HttpServer| Process URI: '/public/css/layout.css'
I 06/10/2012 15:36:10:868 00002ac8           HttpServer| Process URI: '/public/jqmobile/images/icons-18-white.png'
I 06/10/2012 15:36:10:951 00000a3c           MainWindow| WebView: loaded 
I 06/10/2012 16:33:18:660 00000a3c            RhodesApp| callAppActiveCallback
I 06/10/2012 16:33:18:661 00000a3c         AppCallbacks| addCommand: APP-DEACTIVATED
I 06/10/2012 16:33:18:661 00000a3c                  Net| Method: GET;Url: http://127.0.0.1:52103/system/deactivateapp
I 06/10/2012 16:33:18:661 000029b0         AppCallbacks| process command: APP-DEACTIVATED
I 06/10/2012 16:33:18:661 000029b0         AppCallbacks| ThreadQueue blocked for 4294967295 seconds...
I 06/10/2012 16:33:18:948 00002ac8           HttpServer| Process URI: '/system/deactivateapp'
I 06/10/2012 16:44:11:800 00000a3c            RhodesApp| callAppActiveCallback
I 06/10/2012 16:44:11:800 00000a3c         AppCallbacks| addCommand: APP-ACTIVATED
I 06/10/2012 16:44:11:801 000029b0         AppCallbacks| process command: APP-ACTIVATED
I 06/10/2012 16:44:11:801 000029b0                  Net| Method: GET;Url: http://127.0.0.1:52103/system/activateapp
I 06/10/2012 16:44:11:810 00002ac8           HttpServer| Process URI: '/system/activateapp'
I 06/10/2012 16:44:11:811 000029b0         AppCallbacks| ThreadQueue blocked for 4294967295 seconds...
I 06/10/2012 16:44:14:079 00000a3c           MainWindow| WebView: loading...
I 06/10/2012 16:44:14:081 00002ac8           HttpServer| Process URI: '/app/index.erb'
I 06/10/2012 16:44:14:082 00002ac8                  APP| RHO serve_index: /app/index.erb
I 06/10/2012 16:44:14:082 00002ac8 RHO Rho::RhoController| inst_render_index
I 06/10/2012 16:44:14:082 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/index.erb
I 06/10/2012 16:44:14:084 00002ac8 RHO Rho::RhoController| index layout
I 06/10/2012 16:44:14:084 00002ac8                  APP| eval_compiled_file : C:/Applications/placar-jiujitsu/app/layout.erb
I 06/10/2012 16:44:14:086 00002ac8           HttpServer| GC Start.
I 06/10/2012 16:44:14:088 00002ac8           HttpServer| GC End.
I 06/10/2012 16:44:14:088 00000a3c           MainWindow| WebView: URL changed
I 06/10/2012 16:44:14:116 00002ac8           HttpServer| Process URI: '/public/jquery/jquery-1.6.4.min.js'
I 06/10/2012 16:44:14:127 00002ac8           HttpServer| Process URI: '/public/jquery/jquery.json-2.3.min.js'
I 06/10/2012 16:44:14:128 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.css'
I 06/10/2012 16:44:14:130 00002ac8           HttpServer| Process URI: '/public/css/jqmobile-patch.css'
I 06/10/2012 16:44:14:131 00002ac8           HttpServer| Process URI: '/public/js/scoreboard.js'
I 06/10/2012 16:44:14:132 00002ac8           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.js'
I 06/10/2012 16:44:14:189 00002ac8           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I 06/10/2012 16:44:14:190 00002ac8           HttpServer| Process URI: '/public/css/android.css'
gine...
